id,name,address,city,state,zip,county,phone,email,website,pastor,masses,lat,lng,ParishName,Year,Rite,MailAddress,MailCity,MailZip,ChurchAddress,ChurchCity,ChurchZip,County2,ParishPhone,ParishEmail,ParishWeb,Pastor3,ParochialVicar,BusMgr,Deacon,DRE,MinisterService,CRE,ParCouncilPres,PastoralAssoc,YouthMin,MusicMin,Other,Masses4,Convent,ConventAddress,ConventZip,ConventPhone,ConfessionTimes,Latitude,Longitude
34,St. Bernadette - Amelia,1479 Locust Lake Rd.,Amelia,Ohio,45102,Clermont,(513) 753-5566 ,sguthrie@stbameliaparish.org,http://www.StBAmeliaParish.org,Rev. Timothy Ralston,"Sat. 5 p.m.; Sun. 9, 11 a.m.; Holyday 7 eve; 8:30, 10:30 a.m.; Weekday Masses: Mon. - noon; Tues., Weds., Thurs., & Fri. - 8:15 a.m.",39.027109,-84.228502,St. Bernadette - Amelia,1944,,,,,1479 Locust Lake Rd.,Amelia,45102,Clermont,(513) 753-5566 Fax: (513) 753-7664,sguthrie@stbameliaparish.org,http://www.StBAmeliaParish.org,Rev. Timothy Ralston,,Mark Armstrong; Administrative Assistant: Sylvia Guthrie,,Director of Fatih Formation: Amy Zurlinden,,,John Dickhaus,Faith Formation Associate: Jeanie Stephens,Amy Zurlinden,Music Coordinator: Andrea Bridges,,"Sat. 5 p.m.; Sun. 9, 11 a.m.; Holyday 7 eve; 8:30, 10:30 a.m.; Weekday Masses: Mon. - noon; Tues., Weds., Thurs., & Fri. - 8:15 a.m.",,,,,Thurs. 6-7 p.m.; Sat. 9:30-10:30 a.m. & 4-4:45 p.m.,39.027109,-84.228502
35,St. Bernard - Burkettsville,71 W. Main St.,Burkettsville,Ohio,45310-0146,Mercer,(419) 678-4118 ,tomhemm@hotmail.com,http://www.sthenrycluster.com,"Rev. William O&#39;Donnell, CPPS",Sun. 10:00 a.m.; Tues. 7:30 a.m.,40.352322,-84.645664,St. Bernard - Burkettsville,1874,,"272 E. Main St., PO Box 350",St. Henry,45883-0350,71 W. Main St.,Burkettsville,45310-0146,Mercer,(419) 678-4118 FAX: (419) 678-8285,tomhemm@hotmail.com,http://www.sthenrycluster.com,"Rev. William O&#39;Donnell, CPPS","Rev. James Smith, C.PP.S.",Sue Nietfeld 419-678-4118,"Deacon James Smith, C.PP.S.; Deacon Randy Balster",,,Jill Gelhaus,Tony Elking,,Sandy Post & Angie Siefring,Marg Schwieterman & Brenda Petitjean,,Sun. 10:00 a.m.; Tues. 7:30 a.m.,,,,,"Weekdays after the 7:30 a.m. Masses in the St. Henry Cluster parishes; Thurs. before First Friday, 3 p.m. at St. Henry Church, St. Henry.",40.352322,-84.645664
36,St. Bernard - Springfield,910 Lagonda Ave.,Springfield,Ohio,45503-4318,Clark,(937) 322-5243,pastor@stbernard-springfield.org,http://www.stbernard-springfield.org,Rev. John MacQuarrie,"Sat. 4:30 p.m.; Sun. 9 a.m.; Holyday except Christmas 7 p.m. vigil Mass (9 a.m. at St. Teresa); Weekdays, Mon. and Tues. 8 a.m. during school year, Weds. 8 a.m. during summer",39.926131,-83.795182,St. Bernard - Springfield,1860,,,,45310-0146,910 Lagonda Ave.,Springfield,45503-4318,Clark,"(937) 322-5243, Fax: (937) 322-3788",pastor@stbernard-springfield.org,http://www.stbernard-springfield.org,Rev. John MacQuarrie,,John Herzog (937) 322-5243,,,,Trish Evans (937) 324-2870,,,,Ann Garrity (937) 399-1935,,"Sat. 4:30 p.m.; Sun. 9 a.m.; Holyday except Christmas 7 p.m. vigil Mass (9 a.m. at St. Teresa); Weekdays, Mon. and Tues. 8 a.m. during school year, Weds. 8 a.m. during summer",,,,,Sat. 3:30-4:15 p.m.,39.926131,-83.795182
37,St. Bernard - Taylors Creek,7130 Harrison Road,Cincinnati,Ohio,45247,Hamilton,(513) 353-4207,stbernard@stbernardtc.org,http://www.stbernardtc.church,Rev. Donald Siciliano,"Sat. 4 p.m.; Sun. 7:30, 9, 10:30, noon; Tues., 6 p.m.; Holyday call for Mass times",39.214298,-84.675297,St. Bernard - Taylors Creek,1867,,7130 Harrison Rd.,Cincinnati,45247,7130 Harrison Road,Cincinnati,45247,Hamilton,"(513) 353-4207, Fax: (513) 353-9600",stbernard@stbernardtc.org,http://www.stbernardtc.church,Rev. Donald Siciliano,,Quint Robinson,,,,,,,,,,"Sat. 4 p.m.; Sun. 7:30, 9, 10:30, noon; Tues., 6 p.m.; Holyday call for Mass times",,,,,Tues. 5-5:40 p.m.; Sat. 3:15-3:45 p.m.,39.214298,-84.675297
38,St. Bernard - Winton Place,735 Derby Ave.,Cincinnati,Ohio,45232-1832,Hamilton,(513) 541-3732 ,stbernardwp@fuse.net,www.stbernardcincy.org,"Rev. Robert Thesing, S.J., parochial administrator","Sat. 5 p.m.; Sun. 9:30 a.m.; Holyday 8 a.m., noon, 7:30 p.m.",39.1711372,-84.5180645,St. Bernard - Winton Place,1919,,740 Circle,Cincinnati,45232-1832,735 Derby Ave.,Cincinnati,45232-1832,Hamilton,(513) 541-3732 Fax: (513) 541-3732,stbernardwp@fuse.net,www.stbernardcincy.org,"Rev. Robert Thesing, S.J., parochial administrator",,,,,,,,,,,,"Sat. 5 p.m.; Sun. 9:30 a.m.; Holyday 8 a.m., noon, 7:30 p.m.",,,,,,39.1711372,-84.5180645
39,St. Martin Chapel of St. Angela Merici Parish,20864 SR 251 N.,St. Martin,Ohio,45118,Brown,,,,,Sun. 7:30 a.m.; Thurs. 8:30 a.m. at Ursuline Convent in St. Martin,39.2111703,-83.8939185,St. Martin Chapel of St. Angela Merici Parish,,,,,,20864 SR 251 N.,St. Martin,45118,Brown,,,,,,,,,,,,,,,,Sun. 7:30 a.m.; Thurs. 8:30 a.m. at Ursuline Convent in St. Martin,,,,,,39.2111703,-83.8939185
40,St. Boniface - Cincinnati,1750 Chase Ave.,Cincinnati,Ohio,45223-2098,Hamilton,(513) 541-1563,stboniface@cinci.rr.com,http://www.stbonifacecincinnati.com,Rev. Joseph A. Robinson,"M-F 7:30 a.m.; Sat. 8 a.m., 4 p.m.; Sun. 8 a.m., 10 a.m., and 12 noon; Holydays as announced (see bulletin)",39.164927,-84.54594,St. Boniface - Cincinnati,1863,,,,,1750 Chase Ave.,Cincinnati,45223-2098,Hamilton,(513) 541-1563,stboniface@cinci.rr.com,http://www.stbonifacecincinnati.com,Rev. Joseph A. Robinson,,Jennifer Lindgren,Jerry Yetter,,,,,,,Don Auberger,,"M-F 7:30 a.m.; Sat. 8 a.m., 4 p.m.; Sun. 8 a.m., 10 a.m., and 12 noon; Holydays as announced (see bulletin)",,,,,Sat. 3:40-3:55 p.m.; Sun. 9:40-9:55 a.m. and 11:40-11:55 a.m.,39.164927,-84.54594
41,St. Boniface - Piqua,310 S. Downing St.,Piqua,Ohio,45356,Miami,(937) 773-1656,stboniface@piquaparishes.org,http://www.piquaparishes.org,Rev. Thomas L. Bolte,Sat. 3:30 p.m.; Sun. 7 & 11 a.m.; Tues.-Thurs.-Sat. 8:15 a.m.,40.143797,-84.242491,St. Boniface - Piqua,1855,,310 S. Downing St.,Piqua,45356,310 S. Downing St.,Piqua,45356,Miami,"(937) 773-1656, Fax: (937) 773-2665",stboniface@piquaparishes.org,http://www.piquaparishes.org,Rev. Thomas L. Bolte,,,,Mrs. Diane Mengos,,,,Deacon Mike Knight,,Ms. Judy Lohnes,,Sat. 3:30 p.m.; Sun. 7 & 11 a.m.; Tues.-Thurs.-Sat. 8:15 a.m.,,,,,,40.143797,-84.242491
42,St. Brigid - Xenia,312 Fairgrounds Rd.,Xenia,Ohio,45385,Greene,(937) 372-3193,tpeters@stbridgidxenia.com,http://www.stbrigidxenia.com,Rev. John Krumm,"Sat. 4:30 p.m.; Sun. 8, 9:30 a.m. Holyday 7 p.m. eve; 10 a.m.; Weekdays: Tues., Thurs., & 1st, 3rd, and 5th Fri. 7:30 a.m., Weds. 8:15 a.m. (7:30 a.m. in summer), Mon. 7:30 a.m. communion service",39.7039789,-83.94559,St. Brigid - Xenia,1849,,258 Purcell Dr.,Xenia,45385,312 Fairgrounds Rd.,Xenia,45385,Greene,"(937) 372-3193, Fax: (937) 374-3622",tpeters@stbridgidxenia.com,http://www.stbrigidxenia.com,Rev. John Krumm,,Roger Duffy,,Janell Klippel,,,,,,,,"Sat. 4:30 p.m.; Sun. 8, 9:30 a.m. Holyday 7 p.m. eve; 10 a.m.; Weekdays: Tues., Thurs., & 1st, 3rd, and 5th Fri. 7:30 a.m., Weds. 8:15 a.m. (7:30 a.m. in summer), Mon. 7:30 a.m. communion service",,,,,Sat. 3:30-4 p.m. or on request,39.7039789,-83.94559
43,St. Catharine of Siena - Cincinnati,2848 Fischer Pl.,Cincinnati,Ohio,45211-5916,Hamilton,(513) 661-0651,hafelestc@gmail.com,http://www.stcathos.org,Rev. Anthony M. Dattilo,"Sat. 4 p.m.; Sun. 9, 11 a.m.; Holyday (see bulletin)",39.146339,-84.588157,St. Catharine of Siena - Cincinnati,1903,,2848 Fischer Pl.,Cincinnati,45211-5916,2848 Fischer Pl.,Cincinnati,45211-5916,Hamilton,"(513) 661-0651, Fax: (513) 661-0652",hafelestc@gmail.com,http://www.stcathos.org,Rev. Anthony M. Dattilo,,Patrick Condren,,,,,,Therese Bower-Hibdon,,,,"Sat. 4 p.m.; Sun. 9, 11 a.m.; Holyday (see bulletin)",,,,,,39.14644538,-84.59202558
44,St. Cecilia - Cincinnati,3105 Madison Rd.,Cincinnati,Ohio,45209-1392,Hamilton,(513) 871-5757,,http://www.stceciliacincinnati.org/,Rev. James P. Weber,"Sat. 4 p.m.; Sun. 8, 10; Holyday; 9 a.m., 12:10, 5:30 p.m.",39.1532089,-84.4297588,St. Cecilia - Cincinnati,1908,,,,,3105 Madison Rd.,Cincinnati,45209-1392,Hamilton,"(513) 871-5757, Fax: (513) 533-6066",,http://www.stceciliacincinnati.org/,Rev. James P. Weber,Rev. Jason Williams,Director of Business Affairs: Vincent M. Woodall,,,,,Joe Fondacaro jfondacaro@gmail.com,,,Music Director/Organist: Robert Kellison robertkellison@hotmail.com,,"Sat. 4 p.m.; Sun. 8, 10; Holyday; 9 a.m., 12:10, 5:30 p.m.",,,,,Mon.-Sat. 9:30-10 a.m.; Sat. 3-3:30 p.m.,39.1532089,-84.4297588
46,St. Charles Borromeo - Kettering,4500 Ackerman Blvd.,Kettering,Ohio,45429,Montgomery,(937) 434-6081,smorris@stcharles-kettering.org,http://www.stcharles-kettering.org,Rev. Daniel Meyer,"Sat. 5 p.m.; Sun. 7:30, 9, 10:45 a.m.; Holyday 7:00 eve; 6 (communion service), 8:30, a.m., 5:30 p.m.",39.6805024,-84.1546496,St. Charles Borromeo - Kettering,1962,,,,,4500 Ackerman Blvd.,Kettering,45429,Montgomery,"(937) 434-6081, Fax: (937) 434-6251",smorris@stcharles-kettering.org,http://www.stcharles-kettering.org,Rev. Daniel Meyer,Rev. James Riehle,Mr. Steve Morris,"Robert E. Collins, F. William Moore, Tom Miller",,,,Jennifer Hampton-Montavon,Chris Kreger,Mrs. Heaher Dunn,Christian Cosas,"Dir., Faith Form.: Tim Clarke","Sat. 5 p.m.; Sun. 7:30, 9, 10:45 a.m.; Holyday 7:00 eve; 6 (communion service), 8:30, a.m., 5:30 p.m.",,,,,Sat. 9-10 a.m.,39.6805024,-84.1546496
47,St. Charles Borromeo - South Charleston,31 S. Chillicothe St.,South Charleston,Ohio,45368-0806,Clark,(937) 462-8971 ,,,Rev. William Kramer,Sun. 8:30 a.m.; Holyday 7 p.m. eve.,39.824591,-83.635023,St. Charles Borromeo - South Charleston,1866,,PO Box F,South Charleston,45368-0806,31 S. Chillicothe St.,South Charleston,45368-0806,Clark,(937) 462-8971 Fax: (937) 462-9184,,,Rev. William Kramer,,,,Teresa Snyder (937) 462-8492,,,Bill Pitstick (937) 462-7316,,,Karen Berkhofer (937) 462-7236,,Sun. 8:30 a.m.; Holyday 7 p.m. eve.,,,,,,39.824591,-83.635023
48,St. Christopher - Vandalia,435 E. National Rd.,Vandalia,Ohio,45377,Montgomery,(937) 898-3542,christophervandalia@stchristopheronline.com,http://www.stchristopheronline.com,Rev. John Tonkin,"Sat. 5 p.m.; Sun. 9, 11 a.m., 6 p.m.; Holyday 7 eve; 9 a.m., 7 p.m.",39.893151,-84.1923769,St. Christopher - Vandalia,1957,,,,,435 E. National Rd.,Vandalia,45377,Montgomery,"(937) 898-3542, Fax: (937) 898-1017",christophervandalia@stchristopheronline.com,http://www.stchristopheronline.com,Rev. John Tonkin,,Bob Ahlers (937) 898-3542 x108,,Linda Slattery-Lohmoeller (937) 898-3542 x104,,,,"Joan Dunn, 898-3542, x 107",Elise Sas (937) 898-3542 x105,,Dir. of Development & Communications: Andrew Buddenhagen (937) 898-3542 x 109,"Sat. 5 p.m.; Sun. 9, 11 a.m., 6 p.m.; Holyday 7 eve; 9 a.m., 7 p.m.",,,,,Sat. 4:15-4:45 p.m.,39.893151,-84.1923769
49,St. Clare - Cincinnati,1443 Cedar Ave.,Cincinnati,Ohio,45224-3095,Hamilton,(513) 541-2100,office@saintclareparish.org,http://www.saintclareparish.org,Rev. George Jacquemin,"Sat. 5 p.m.; Sun. 8:30, 10:30 a.m.; Tues.-Sat., 8:30 a.m.; Mon., 8:30 a.m. communion service; Holyday - call for schedule.",39.198531,-84.5445078,St. Clare - Cincinnati,1909,,,,,1443 Cedar Ave.,Cincinnati,45224-3095,Hamilton,(513) 541-2100,office@saintclareparish.org,http://www.saintclareparish.org,Rev. George Jacquemin,,Amy Wethington,,,,,Todd Kinskey,,,Darin Art,Director of Stewardship and Faith Formation: Donna Booker,"Sat. 5 p.m.; Sun. 8:30, 10:30 a.m.; Tues.-Sat., 8:30 a.m.; Mon., 8:30 a.m. communion service; Holyday - call for schedule.",,,,,Sat. 4-4:30 p.m. in Church or by appointment,39.198531,-84.5445078
50,St. Clement - St. Bernard,4536 Vine St.,Cincinnati,Ohio,45217-1618,Hamilton,(513) 641-3176641-2257 ,,http://www.stclementcincinnati.org,"Rev. Fred Link, OFM","Sat. 4 p.m.; Sun. 8:30, 10:30; holyday 7 a.m.,12:10, 7 p.m.",39.165528,-84.500241,St. Clement - St. Bernard,1850,,,,,4536 Vine St.,Cincinnati,45217-1618,Hamilton,"(513) 641-3176, 641-2257 Fax: (513) 641-",,http://www.stclementcincinnati.org,"Rev. Fred Link, OFM","Rev. James Van Vurst, OFM",Thomas Carberry,,Larry Ungerer,"Sr. Patricia Hill, SC",,Sean Conway,,,Marty Cunningham,,"Sat. 4 p.m.; Sun. 8:30, 10:30; holyday 7 a.m.,12:10, 7 p.m.",,,,,,39.165528,-84.500241
51,St. Columban - Loveland,894 Oakland Rd.,Loveland,Ohio,45140,Clermont,(513) 683-0105,,http://www.stcolumban.org,Rev. Lawrence R. Tensi,"Sat. 4:30 p.m.; Sun. 8, 9:45, 11:30 a.m.",39.2595699,-84.245614,St. Columban - Loveland,1859,,,,,894 Oakland Rd.,Loveland,45140,Clermont,"(513) 683-0105, Fax: (513) 683-1389",,http://www.stcolumban.org,Rev. Lawrence R. Tensi,,Patrick Lesher,"Joe Coll, Jim Miller, Jim Verhoff, Jerry Sasson, Michael Brock, Tom Jabs",,,Terri Kerley,Jim Rudol,"Don Kruse, Mary Beth Meyer",,Mary Bellman,Faith Formation: Scott Mussari; Coord. of Comm. & Events: Cathy Nagy,"Sat. 4:30 p.m.; Sun. 8, 9:45, 11:30 a.m.",,,,,Sat. 3-4 p.m.,39.2595699,-84.245614
52,St. Columbkille - Wilmington,73 N. Mulberry St.,Wilmington,Ohio,45177-2277,Clinton,(937) 382-2236 ,parishoffice@stcolumbkille.org,http://www.stcolumbkille.org,Rev. Michael Holloran,"Sat. 4 p.m. St. Columbkille Church, 6:15 p.m. Holy Name Chapel; Sun. 8:15 a.m. St. Columbkille Church, 11 a.m. St. Columbkille Church; holyday call parish office or visit the website",39.446451,-83.830378,St. Columbkille - Wilmington,1866,,,,,73 N. Mulberry St.,Wilmington,45177-2277,Clinton,(937) 382-2236 Fax: (937) 382-3234,parishoffice@stcolumbkille.org,http://www.stcolumbkille.org,Rev. Michael Holloran,,,"Robert G. Baker (937) 382-2236 x18, Robert E. Meyer (937) 382-2236",,,Mary Margo Lewis (937) 382-1596,"Peter Reed, (937) 383-0378",,,,,"Sat. 4 p.m. St. Columbkille Church, 6:15 p.m. Holy Name Chapel; Sun. 8:15 a.m. St. Columbkille Church, 11 a.m. St. Columbkille Church; holyday call parish office or visit the website",,,,,"First Sat. of month, 3:00-3:45 p.m.; Weds. 7:30 p.m.; by appointment",39.446451,-83.830378
54,Corpus Christi - New Burlington,2014 Springdale Rd.,Cincinnati,Ohio,45231,Hamilton,513) 825-0618 ,info@corpuschristicommunity.org,http://www.corpuschristicommunity.org,Rev. Kyle Schnippel,"Sat. 5 p.m.; Sun. 8:30 10:30 a.m.; Holyday 9 a.m., 7 p.m.; holidays 9 a.m.",39.260997,-84.5585489,Corpus Christi - New Burlington,1958,,,,,2014 Springdale Rd.,Cincinnati,45231,Hamilton,513) 825-0618 Fax: (513) 825-0182,info@corpuschristicommunity.org,http://www.corpuschristicommunity.org,Rev. Kyle Schnippel,,,,,,,,"Administration, Deacon John Corson; Fait",,,,"Sat. 5 p.m.; Sun. 8:30 10:30 a.m.; Holyday 9 a.m., 7 p.m.; holidays 9 a.m.",,,,,Second and fourth Sat. 4-4:30 p.m.; communal services with individual confessions in Advent and Lent; other times by appointment,39.260997,-84.5585489
55,St. Denis - Versailles,14 E. Wood Street,Versailles,Ohio,45380,Darke,(937) 526-4945,,http://www.bfvcatholic.org,Reverend James Simons,"Sat. 5 p.m.; Sun. 8, 11 a.m.; Holyday 7 p.m. eve; 8 a.m., 3:30 p.m.",40.221328,-84.4832673,St. Denis - Versailles,1839,,14 E. Wood St.,Versailles,45380,14 E. Wood Street,Versailles,45380,Darke,(937) 526-4945,,http://www.bfvcatholic.org,Reverend James Simons,Rev. James Duell,,Rev. Mr. Jack Borgerding (retired),,,Julie Meyer,,Jane Pierron,Michael Meyer (937) 526-4945,,,"Sat. 5 p.m.; Sun. 8, 11 a.m.; Holyday 7 p.m. eve; 8 a.m., 3:30 p.m.",,,,,Thurs. 3-4 p.m.; Sat. 3:45-4:45 p.m.,40.221328,-84.4832673
56,St. Dominic - Delhi,4551 Delhi Pike,Cincinnati,Ohio,45238-5498,Hamilton,(513) 471-7741,parishoffice@stdominicdelhi.org,http://www.stdominicdelhi.org,Rev. James J. Walsh,"Sat. 4:30 p.m.; Sun. 7:30, 9:30, 11:30 a.m., 7 p.m.; Holyday call the parish office",39.094428,-84.6004798,St. Dominic - Delhi,1933,,,,,4551 Delhi Pike,Cincinnati,45238-5498,Hamilton,"(513) 471-7741, Fax: (513) 471-0363",parishoffice@stdominicdelhi.org,http://www.stdominicdelhi.org,Rev. James J. Walsh,Rev. Chris Lack,Charlie Dezarn,Mark Bardonaro,,,,,Theresa Eagan,,James Dickman (organist) (513) 471-3988,,"Sat. 4:30 p.m.; Sun. 7:30, 9:30, 11:30 a.m., 7 p.m.; Holyday call the parish office",,,,,"Sat. 8:45-9:30 a.m., or by appointment",39.094428,-84.6004798
58,St. Elizabeth Ann Seton - Milford,5890 Buckwheat Rd.,Milford,Ohio,45150,Clermont,(513) 575-0119 ,parishoffice@setonmilford.org,http://www.setonmilford.org/,Rev. Michael L. Cordier,"Sat. 5 p.m.; Sun. 7:30, 9:00, 10:30 a.m., 12 noon; Holyday 6:45, 8:00, 9:00 a.m. (during school year), 7:00 p.m.; Daily Mass Mon & Thurs 8 a.m. at Seton, Tues & Fri 7:30 a.m. at St. Andrew, 1st 3rd 5th Wed Mass 9 am at Seton, 2nd, 4th Wed Mass 9 am at St. Andrew, Sat Mass 8 am at Seton (summer months Wednesday Mass time same as other days)",39.19095,-84.218321,St. Elizabeth Ann Seton - Milford,1976,,,,,5890 Buckwheat Rd.,Milford,45150,Clermont,(513) 575-0119 Fax: (513) 575-0957,parishoffice@setonmilford.org,http://www.setonmilford.org/,Rev. Michael L. Cordier,Rev. Christopher Geiger; Weekend and holyday assistance: Rev. Rob Jack,Valerie Hofmann,Steve Brown,Patricia Norris,,,,,Catherine Fasano,John Wright,Preschool Director - Aimee Limberg,"Sat. 5 p.m.; Sun. 7:30, 9:00, 10:30 a.m., 12 noon; Holyday 6:45, 8:00, 9:00 a.m. (during school year), 7:00 p.m.; Daily Mass Mon & Thurs 8 a.m. at Seton, Tues & Fri 7:30 a.m. at St. Andrew, 1st 3rd 5th Wed Mass 9 am at Seton, 2nd, 4th Wed Mass 9 am at St. Andrew, Sat Mass 8 am at Seton (summer months Wednesday Mass time same as other days)",,,,,Sat. 3:30-4:30 p.m.; anytime by appointment 513-575-0119,39.19095,-84.218321
59,Emmanuel - Dayton,149 Franklin St.,Dayton,Ohio,45402-2598,Montgomery,(937) 228-2013 ,parishoffice@emmanuelcatholic.com,http://www.emmanuelcatholic.com,"Rev. Angelo Anthony, C.PP.S","Sat. 5:15 p.m.; Sun. 10:30 a.m.; Holyday: 5:15 eve; 7 a.m.; weekday: 7:30 a.m. W, Th, F & Sat",39.7530841,-84.1937076,Emmanuel - Dayton,1837,,,,,149 Franklin St.,Dayton,45402-2598,Montgomery,(937) 228-2013 Fax: (937) 228-5354,parishoffice@emmanuelcatholic.com,http://www.emmanuelcatholic.com,"Rev. Angelo Anthony, C.PP.S",,Barbara Penno(Bookkeeper) (937) 228-2013,,,,,,,,Gary Geisel (937) 223-2013,,"Sat. 5:15 p.m.; Sun. 10:30 a.m.; Holyday: 5:15 eve; 7 a.m.; weekday: 7:30 a.m. W, Th, F & Sat",,,,,4-5 p.m. Sat.; 10-10:25 a.m. Sun,39.7530841,-84.1937076
60,St. Francis - Cranberry Prairie,1509 Cranberry Rd.,St. Henry,Ohio,45883-9750,Mercer,419-678-4118,tomhemm@hotmail.com,http://www.sthenrycluster.com,"Rev. William O&#39;Donnell, CPPS",Sun. 10 a.m.; Weds. 7:30 a.m.,40.392586,-84.5818369,St. Francis - Cranberry Prairie,1849,,POBox 350,St. Henry,45883-0350,1509 Cranberry Rd.,St. Henry,45883-9750,Mercer,419-678-4118,tomhemm@hotmail.com,http://www.sthenrycluster.com,"Rev. William O&#39;Donnell, CPPS","Rev. James Smith, C.PP.S.",Sue Nietfeld 419-678-4118,"Deacon James Smith, C.PP.S.; Deacon Randy Balster",Catechetical Center (419) 678-3811,,,Jeff Schwieterman,,"Tom Marchal, Jennifer Ungruhn",Karen Schmitmeyer (419) 925-4684,,Sun. 10 a.m.; Weds. 7:30 a.m.,,,,,"Weekdays after the 7:30 a.m. Masses in St. Henry Cluster parishes; Thurs. before First Friday, 3 p.m. at St. Henry Church, St. Henry; Sat. 4:15 p.m. at St. Henry.",40.392586,-84.5818369
61,St. Francis de Sales - Cincinnati,1600 Madison Rd.,Cincinnati,Ohio,45206-1815,Hamilton,(513) 961-1945 ,info@saintfrancisdesalesparish.org,http://Stfrancisds.com,"Rev. Eugene Contadino, SM","Sun. 8:30, 11 a.m.; Weekdays celebrated with parish school students, schedule TBD; Holyday by announcement",39.1297547,-84.4761972,St. Francis de Sales - Cincinnati,1849,,,,,1600 Madison Rd.,Cincinnati,45206-1815,Hamilton,(513) 961-1945 Fax: (513) 221-4907,info@saintfrancisdesalesparish.org,http://Stfrancisds.com,"Rev. Eugene Contadino, SM",,,,,"H.O.M.E. Program, (513) 221-1080; Mercy Connections, (513) 751-2500; HELP Program, (513) 961-0027",,Rick Kammerer,,,Music Minister: Mrs. Susie Schickel,,"Sun. 8:30, 11 a.m.; Weekdays celebrated with parish school students, schedule TBD; Holyday by announcement",,,,,,39.1297547,-84.4761972
62,St. Francis de Sales - Lebanon,20 De Sales Ave.,Lebanon,Ohio,45036,Warren,(513) 932-2601,parishoffice@stfrancisdesales-lebanon.org,http://www.stfrancisdesales-lebanon.org,Rev. Bernard J. Weldishofer,"Sat. 5:30 p.m.; Sun. 7:30, 9, 11 a.m.",39.449097,-84.206805,St. Francis de Sales - Lebanon,1883,,20A De Sales Ave.,,,20 De Sales Ave.,Lebanon,45036,Warren,(513) 932-2601,parishoffice@stfrancisdesales-lebanon.org,http://www.stfrancisdesales-lebanon.org,Rev. Bernard J. Weldishofer,Rev. Eric Wood,Tom Beckman,Jay Rettig,Mike Kletzly Email: mkletzly@stfrancisde,,,,,,Pat Metzger,,"Sat. 5:30 p.m.; Sun. 7:30, 9, 11 a.m.",,,,,Sat. 4-5 p.m. or by appointment,39.449097,-84.206805
63,St. Francis of Assisi - Centerville,6245 Wilmington Pk.,Centerville,Ohio,45459,Montgomery,(937) 433-1013,crauch@sfacc.org,http://www.sfacc.org,Rev. Thomas Schmidt (937) 433-1013 x201,"Sat. 5 p.m.; Sun. 8:30, 11 a.m.; Holyday Vigil: 7 p.m.; 8:30 a.m., 7 p.m.; Daily Mon..thru Fri. 8:30 a.m.",39.6482263,-84.1103694,St. Francis of Assisi - Centerville,1969,,,,,6245 Wilmington Pk.,Centerville,45459,Montgomery,"(937) 433-1013, Fax: (937) 433-1699",crauch@sfacc.org,http://www.sfacc.org,Rev. Thomas Schmidt (937) 433-1013 x201,,"Deacon Chris Rauch, (937) 433-1013 x201","Deacon Chris Rauch, Deacon Mark Stasiak, Deacon Jack Pitts",Mary Ellen Singer (937) 433-0128 x205; Elementary - Sylvia Carmody (937) 433-0128 x209,,,Jim Franz,,Sr. High - Marty McClain (937) 433-0128 x204; Phyllis Wilemaitis (937) 433-0128 x 220,Vicky Brooker,,"Sat. 5 p.m.; Sun. 8:30, 11 a.m.; Holyday Vigil: 7 p.m.; 8:30 a.m., 7 p.m.; Daily Mon..thru Fri. 8:30 a.m.",,,,,Sat. 11 a.m.-noon or by appointment,39.6482263,-84.1103694
64,St. Francis Seraph - Cincinnati,1615 Vine St.,Cincinnati,Ohio,45210-1200,Hamilton,(513) 535-2719,seraph@franciscan.org,http://www.SFSParish.org,"Rev. David Kohut, OFM",Sun. 10 a.m.,39.1136917,-84.5162355,St. Francis Seraph - Cincinnati,1859,,1615 Vine St.,Cincinnati,45202,1615 Vine St.,Cincinnati,45210-1200,Hamilton,(513) 535-2719,seraph@franciscan.org,http://www.SFSParish.org,"Rev. David Kohut, OFM",,,,,,,,"BBr. Timothy Sucher, OFM",,,,Sun. 10 a.m.,,,,,"To arrange confession times, call: 513-535-2719",39.1136917,-84.5162355
65,St. Francis Xavier - Cincinnati,607 Sycamore St.,Cincinnati,Ohio,45202-2512,Hamilton,513-721-4045,office@stxchurch.org,http://www.stxchurch.org,"Rev. Patrick A. Fairbanks, SJ","Mon. - Fri.: 6 a.m., 11:30 a.m.; Sat.: 7 a.m., Vigil 4 p.m.; Sun.: 7 a.m., 9 a.m., 10:30 a.m., 12 noon, 5 p.m.",39.103456,-84.508788,St. Francis Xavier - Cincinnati,1819,,,,,607 Sycamore St.,Cincinnati,45202-2512,Hamilton,513-721-4045,office@stxchurch.org,http://www.stxchurch.org,"Rev. Patrick A. Fairbanks, SJ","Revs. Sosthenes Luyembe, S.J., Matthew Gamber, S.J.; Bob Ross, S.J.",,,,,,,,,Dr. Mark Bailey,,"Mon. - Fri.: 6 a.m., 11:30 a.m.; Sat.: 7 a.m., Vigil 4 p.m.; Sun.: 7 a.m., 9 a.m., 10:30 a.m., 12 noon, 5 p.m.",,,,,Mon.-Sat. 11 a.m.-noon,39.103456,-84.508788
